0.0060004 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 1.1 -1 | 25 12 13
13.8347913 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8447919 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8547925 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8647931 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8747936 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8847942 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8947948 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9047953 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9147959 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9247965 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9347971 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9447976 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9547982 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9647988 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9747993 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9847999 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.9948005 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0048011 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0148016 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0248022 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0348028 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0448033 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0548039 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0648045 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0748051 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0848056 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.0958063 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1058068 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1158074 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.125808 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1358086 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1458091 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1558097 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1658103 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1758108 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.1858114 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.195812 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2058126 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2158131 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2258137 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2358143 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2458148 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2558154 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.265816 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2758166 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2858171 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.2958177 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3058183 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3158188 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3258194 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.33582 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3458206 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3558211 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3658217 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3758223 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3858229 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.3958234 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.405824 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4158246 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4258251 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4358257 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4458263 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4558269 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4658274 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.475828 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4858286 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.4958291 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5058297 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5158303 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5258309 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5358314 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.545832 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5558326 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5658331 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5758337 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5858343 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.5958349 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6058354 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.615836 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6258366 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6358372 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6458377 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6558383 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6658389 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6758394 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.68584 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.6958406 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7058412 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7158417 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7258423 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7358429 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7458434 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.755844 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7658446 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7758452 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7858457 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.7958463 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8058469 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8158474 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.825848 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8358486 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8458492 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8558497 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8658503 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8758509 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.8858515 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.895852 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9058526 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9158532 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9258537 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9358543 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9458549 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9558555 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.965856 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9758566 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9858572 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
14.9958577 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0058583 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0158589 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0258595 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.03586 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0458606 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0558612 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0658617 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0758623 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0858629 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.0958635 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.105864 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1158646 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1258652 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1358658 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1458663 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1558669 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1658675 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.175868 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1858686 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.1958692 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2058698 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2158703 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2258709 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2358715 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.245872 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2558726 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2658732 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2758738 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2858743 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.2958749 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3058755 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.315876 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3258766 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3358772 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3458778 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3558783 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3658789 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3758795 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3858801 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.3958806 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4058812 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4158818 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4258823 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4358829 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4458835 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4558841 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4658846 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4758852 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4858858 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.4958863 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5058869 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5158875 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5258881 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5358886 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5458892 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5558898 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5658903 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5758909 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5858915 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.5958921 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6058926 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6158932 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6258938 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6358944 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6458949 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6558955 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6658961 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6758966 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6858972 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.6958978 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7058984 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7158989 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7258995 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7359001 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7459006 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7559012 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7659018 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7759024 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7859029 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.7959035 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8059041 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8159046 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8259052 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8359058 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8459064 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8559069 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8659075 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8759081 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8859087 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.8959092 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9059098 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9159104 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9259109 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9359115 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9459121 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9559127 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9659132 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9759138 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9859144 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
15.9959149 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0059155 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0159161 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0259167 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0359172 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0459178 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0559184 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0659189 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0759195 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0859201 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.0959207 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1059212 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1159218 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1259224 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.135923 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1459235 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1559241 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1659247 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1759252 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1859258 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.1959264 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.205927 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.2159275 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.2259281 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.2359287 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
16.3159332 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
