0.009 0 0 0 | 0 0 0 | 0.0779585619265576 -0.784179025810661 | -34 87 | 0 0
4.698 1.13335923560256 -0.249122188991536 -0.587358389030556 | 1.52031985369737 1.55160207028089 -0.964243681250332 | 0.760159926848684 0.778316880891975 | 319 197 | 319 197
4.708 1.14067761318202 -0.25406201984904 -0.600127049661655 | 1.52023238819412 1.57017829960822 -0.970051249946561 | 0.760116194097061 0.787629379353663 | 319 196 | 319 196
4.718 1.14551408497425 -0.257417267523491 -0.612895710292754 | -1.52027772582632 -1.55477385513512 2.16766956542787 | -0.760138862913159 -0.781109370988122 | -319 -197 | -319 -197
4.728 1.13948191414414 -0.25320393081082 -0.606511379977205 | -1.52020112757646 -1.56599791597395 2.17250929595115 | -0.760100563788228 -0.7867374651989 | -319 -196 | -319 -196
4.738 1.13339643784123 -0.249067958211208 -0.587358389030556 | 1.52025409000476 1.55160184163493 -0.964243452604371 | 0.760127045002378 0.778316766111703 | 319 197 | 319 197
4.748 1.14071481542069 -0.254007789068712 -0.600127049661655 | 1.5201666235918 1.57017832219187 -0.970051272530217 | 0.760083311795901 0.787629390690658 | 319 196 | 319 196
4.758 1.14555128721292 -0.257363036743163 -0.612895710292754 | -1.52021196184989 -1.55477366505641 2.16766937534916 | -0.760105980924945 -0.781109275568609 | -319 -197 | -319 -197
4.768 1.1395191163828 -0.253149700030492 -0.606511379977205 | -1.52013536297171 -1.56599793526311 2.17250931524032 | -0.760067681485856 -0.786737474882059 | -319 -196 | -319 -196
4.778 1.1334336400799 -0.24901372743088 -0.587358389030556 | 1.52018832631222 1.55160161296918 -0.964243223938627 | 0.760094163156112 0.7783166513215 | 319 197 | 319 197
4.788 1.14075201765936 -0.253953558288384 -0.600127049661655 | 1.52010085898948 1.57017834477748 -0.970051295115827 | 0.760050429494742 0.787629402028635 | 319 196 | 319 196
4.798 1.14558848945158 -0.257308805962835 -0.612895710292754 | -1.52014619787352 -1.55477347496125 2.16766918525401 | -0.760073098936759 -0.781109180140841 | -319 -197 | -319 -197
4.808 1.13955631862147 -0.253095469250163 -0.606511379977205 | -1.52006959836697 -1.56599795455394 2.17250933453115 | -0.760034799183485 -0.786737484566057 | -319 -196 | -319 -196
4.818 1.13347084231856 -0.248959496650551 -0.587358389030556 | 1.52012256261977 1.55160138428365 -0.964242995253099 | 0.760061281309885 0.778316536521364 | 319 197 | 319 197
4.828 1.14078921989803 -0.253899327508056 -0.600127049661655 | 1.52003509438717 1.57017836736505 -0.970051317703392 | 0.760017547193583 0.787629413367592 | 319 196 | 319 196
4.838 1.14562569169025 -0.257254575182507 -0.612895710292754 | -1.5200804338972 -1.55477328484965 2.1676689951424 | -0.760040216948601 -0.781109084704816 | -319 -197 | -319 -197
4.848 1.13959352086014 -0.253041238469835 -0.606511379977205 | -1.52000383376223 -1.56599797384644 2.17250935382365 | -0.760001916881113 -0.786737494250892 | -319 -196 | -319 -196
4.858 1.13350804455723 -0.248905265870223 -0.587358389030556 | 1.5200567989274 1.55160115557834 -0.964242766547783 | 0.760028399463698 0.778316421711296 | 319 197 | 319 197
4.868 1.14082642213669 -0.253845096727728 -0.600127049661655 | 1.51996932978485 1.57017838995457 -0.970051340292911 | 0.759984664892424 0.787629424707531 | 319 196 | 319 196
4.878 1.14566289392892 -0.257200344402179 -0.612895710292754 | -1.52001466992094 -1.55477309472159 2.16766880501435 | -0.760007334960469 -0.781108989260533 | -319 -197 | -319 -197
4.888 1.13963072309881 -0.252987007689507 -0.606511379977205 | -1.51993806915748 -1.56599799314061 2.17250937311782 | -0.759969034578742 -0.786737503936566 | -319 -196 | -319 -196
4.898 1.1335452467959 -0.248851035089895 -0.587358389030556 | 1.5199910352351 1.55160092685323 -0.964242537822676 | 0.759995517617551 0.778316306891292 | 319 197 | 319 197
4.908 1.14086362437536 -0.2537908659474 -0.600127049661655 | 1.51990356518253 1.57017841254604 -0.970051362884385 | 0.759951782591265 0.787629436048451 | 319 196 | 319 196
4.918 1.14570009616759 -0.25714611362185 -0.612895710292754 | -1.51994890594473 -1.55477290457709 2.16766861486984 | -0.759974452972366 -0.781108893807991 | -319 -197 | -319 -197
4.928 1.13966792533748 -0.252932776909179 -0.606511379977205 | -1.51987230455274 -1.56599801243646 2.17250939241366 | -0.759936152276371 -0.786737513623078 | -319 -196 | -319 -196
4.938 1.13358244903457 -0.248796804309567 -0.587358389030556 | 1.51992527154289 1.55160069810833 -0.964242309077777 | 0.759962635771444 0.778316192061353 | 319 197 | 319 197
4.948 1.14090082661403 -0.253736635167071 -0.600127049661655 | 1.51983780058021 1.57017843513947 -0.970051385477814 | 0.759918900290107 0.787629447390352 | 319 196 | 319 196
4.958 1.14573729840626 -0.257091882841522 -0.612895710292754 | -1.51988314196858 -1.55477271441613 2.16766842470888 | -0.759941570984289 -0.781108798347188 | -319 -197 | -319 -197
4.968 1.13970512757615 -0.252878546128851 -0.606511379977205 | -1.519806539948 -1.56599803173397 2.17250941171117 | -0.759903269974001 -0.786737523310428 | -319 -196 | -319 -196
4.978 1.13361965127324 -0.248742573529239 -0.587358389030556 | 1.51985950785075 1.55160046934364 -0.964242080313082 | 0.759929753925376 0.778316077221476 | 319 197 | 319 197
4.988 1.1409380288527 -0.253682404386743 -0.600127049661655 | 1.5197720359779 1.57017845773485 -0.970051408073199 | 0.759886017988949 0.787629458733235 | 319 196 | 319 196
4.998 1.14577450064493 -0.257037652061194 -0.612895710292754 | -1.51981737799248 -1.55477252423871 2.16766823453146 | -0.759908688996241 -0.781108702878124 | -319 -197 | -319 -197
5.008 1.13974232981482 -0.252824315348523 -0.606511379977205 | -1.51974077534326 -1.56599805103315 2.17250943101035 | -0.75987038767163 -0.786737532998616 | -319 -196 | -319 -196
5.018 1.13365685351191 -0.248688342748911 -0.587358389030556 | 1.5197937441587 1.55160024055915 -0.964241851528589 | 0.759896872079348 0.77831596237166 | 319 197 | 319 197
5.028 1.14097523109137 -0.253628173606415 -0.600127049661655 | 1.51970627137558 1.57017848033219 -0.970051430670539 | 0.759853135687792 0.7876294700771 | 319 196 | 319 196
5.038 1.1458117028836 -0.256983421280866 -0.612895710292754 | -1.51975161401644 -1.55477233404483 2.16766804433758 | -0.759875807008219 -0.781108607400797 | -319 -197 | -319 -197
5.048 1.13977953205349 -0.252770084568195 -0.606511379977205 | -1.51967501073852 -1.565998070334 2.1725094503112 | -0.75983750536926 -0.786737542687643 | -319 -196 | -319 -196
5.058 1.13369405575058 -0.248634111968583 -0.587358389030556 | 1.51972798046672 1.55160001175485 -0.964241622724296 | 0.75986399023336 0.778315847511905 | 319 197 | 319 197
5.068 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.078 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.088 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.098 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.108 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.118 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.128 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.138 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.148 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.158 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.168 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.178 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.188 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.198 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.208 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.218 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.228 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.238 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.248 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.258 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.268 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.278 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.288 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.298 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.308 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.318 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.328 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.338 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.348 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.358 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.368 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.378 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.388 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.398 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.408 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.418 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.428 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.438 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.448 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.458 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.468 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.478 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.488 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.498 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.508 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.518 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.528 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.538 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.548 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.558 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.568 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.578 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.588 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.598 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.608 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.618 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.628 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.638 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.648 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.658 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
5.668 1.14101243333004 -0.253573942826087 -0.600127049661655 | 1.51964050677327 1.57017850293149 -0.970051453269835 | 0.759820253386635 0.787629481421947 | 319 196 | 319 196
5.678 1.14584890512227 -0.256929190500538 -0.612895710292754 | -1.51968585004045 -1.55477214383449 2.16766785412724 | -0.759842925020226 -0.781108511915207 | -319 -196 | -319 -196
